date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:27:03	10028/10028	---M-Z	200	added ('OK')	image/svg+xml	etag:%22272c-682fe3c7-883d97b8faf428ba;gz%22	https://nayonacademy.com/html/saasox/assets/img/logo-2.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/logo-2.svg	(from https://nayonacademy.com/html/saasox/)
23:27:03	61627/61627	---M-Z	200	added ('OK')	text/html	etag:%22f0bb-682fe3c7-3ba21e9f830eabf;gz%22	https://nayonacademy.com/html/saasox/home-v2.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/home-v2.html	(from https://nayonacademy.com/html/saasox/)
23:27:04	72204/72204	---M-Z	200	added ('OK')	text/html	etag:%2211a0c-682fe3c7-b87735f0a9109c63;gz%22	https://nayonacademy.com/html/saasox/home-v3.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/home-v3.html	(from https://nayonacademy.com/html/saasox/)
23:27:04	30776/30776	---M-Z	200	added ('OK')	text/html	etag:%227838-682fe3c7-e15ded65ae1f24ec;gz%22	https://nayonacademy.com/html/saasox/about-us.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/about-us.html	(from https://nayonacademy.com/html/saasox/)
23:27:05	22175/22175	---M-Z	200	added ('OK')	text/html	etag:%22569f-682fe3c7-ccfd78c9437eba56;gz%22	https://nayonacademy.com/html/saasox/services.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/services.html	(from https://nayonacademy.com/html/saasox/)
23:27:05	13094/13094	---M-Z	200	added ('OK')	text/html	etag:%223326-682fe3c7-a00f729ab2c786c9;gz%22	https://nayonacademy.com/html/saasox/service-details.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/service-details.html	(from https://nayonacademy.com/html/saasox/)
23:27:05	17093/17093	---M-Z	200	added ('OK')	text/html	etag:%2242c5-682fe3c7-240c9639ee83c12e;gz%22	https://nayonacademy.com/html/saasox/team.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/team.html	(from https://nayonacademy.com/html/saasox/)
23:27:06	14554/14554	---M-Z	200	added ('OK')	text/html	etag:%2238da-682fe3c7-f5373c59bb746ba6;gz%22	https://nayonacademy.com/html/saasox/team-details.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/team-details.html	(from https://nayonacademy.com/html/saasox/)
23:27:06	15564/15564	---M-Z	200	added ('OK')	text/html	etag:%223ccc-682fe3c7-8942da632ce063f2;gz%22	https://nayonacademy.com/html/saasox/projects.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/projects.html	(from https://nayonacademy.com/html/saasox/)
23:27:07	16451/16451	---M-Z	200	added ('OK')	text/html	etag:%224043-682fe3c7-28b9069776972eae;gz%22	https://nayonacademy.com/html/saasox/project-details.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/project-details.html	(from https://nayonacademy.com/html/saasox/)
23:27:07	30369/30369	---M-Z	200	added ('OK')	text/html	etag:%2276a1-682fe3c7-d6015f87914df1ae;gz%22	https://nayonacademy.com/html/saasox/pricing.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/pricing.html	(from https://nayonacademy.com/html/saasox/)
23:27:08	15434/15434	---M-Z	200	added ('OK')	text/html	etag:%223c4a-682fe3c7-49d27cae697d2a99;gz%22	https://nayonacademy.com/html/saasox/integrations.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/integrations.html	(from https://nayonacademy.com/html/saasox/)
23:27:09	14944/14944	---M-Z	200	added ('OK')	text/html	etag:%223a60-682fe3c7-dacf7265c524ad4e;gz%22	https://nayonacademy.com/html/saasox/faqs.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/faqs.html	(from https://nayonacademy.com/html/saasox/)
23:27:09	11177/11177	---M-Z	200	added ('OK')	text/html	etag:%222ba9-682fe3c7-415fc03fa35fbe9e;gz%22	https://nayonacademy.com/html/saasox/error.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/error.html	(from https://nayonacademy.com/html/saasox/)
23:27:10	38087/38087	---M-Z	200	added ('OK')	text/html	etag:%2294c7-682fe3c7-b46e1a22f49b46a8;gz%22	https://nayonacademy.com/html/saasox/blog.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/blog.html	(from https://nayonacademy.com/html/saasox/)
23:27:11	22075/22075	---M-Z	200	added ('OK')	text/html	etag:%22563b-682fe3c7-996f99ecdc366a6c;gz%22	https://nayonacademy.com/html/saasox/blog-standard.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/blog-standard.html	(from https://nayonacademy.com/html/saasox/)
23:27:12	23649/23649	---M-Z	200	added ('OK')	text/html	etag:%225c61-682fe3c7-c8623c4ad484bda7;gz%22	https://nayonacademy.com/html/saasox/blog-details.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/blog-details.html	(from https://nayonacademy.com/html/saasox/)
23:27:12	15100/15100	---M-Z	200	added ('OK')	text/html	etag:%223afc-682fe3c7-4549b9f67b2c9baf;gz%22	https://nayonacademy.com/html/saasox/contact.html	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/contact.html	(from https://nayonacademy.com/html/saasox/)
23:27:14	303453/303453	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2017:57:14%20GMT	https://nayonacademy.com/html/saasox/assets/img/hero-img-2.png	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/hero-img-2.png	(from https://nayonacademy.com/html/saasox/)
23:27:14	509/509	---M-Z	200	added ('OK')	image/svg+xml	etag:%221fd-682fe3c7-e928f6a6227dcb45;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/star-1.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/star-1.svg	(from https://nayonacademy.com/html/saasox/)
23:27:15	1549/1549	---M-Z	200	added ('OK')	image/svg+xml	etag:%2260d-682fe3c7-11d823c87b023529;gz%22	https://nayonacademy.com/html/saasox/assets/img/rectangle-shape.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/rectangle-shape.svg	(from https://nayonacademy.com/html/saasox/)
23:27:16	18007/18007	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2017:57:16%20GMT	https://nayonacademy.com/html/saasox/assets/img/dna-shape.png	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/dna-shape.png	(from https://nayonacademy.com/html/saasox/)
23:27:16	17274/17274	---M-Z	200	added ('OK')	image/svg+xml	etag:%22437a-682fe3c7-e5fea8488fd0d5d7;gz%22	https://nayonacademy.com/html/saasox/assets/img/spring-shape-3.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/spring-shape-3.svg	(from https://nayonacademy.com/html/saasox/)
23:27:16	2588/2588	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a1c-682fe3c7-5369552c33b56e10;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/star-4.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/star-4.svg	(from https://nayonacademy.com/html/saasox/)
23:27:17	47032/47032	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b7b8-682fe3c7-220299cd70e03613;gz%22	https://nayonacademy.com/html/saasox/assets/img/brand-11.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/brand-11.svg	(from https://nayonacademy.com/html/saasox/)
23:27:18	90449/90449	---M-Z	200	added ('OK')	image/svg+xml	etag:%2216151-682fe3c7-f90efa432c5df68f;gz%22	https://nayonacademy.com/html/saasox/assets/img/brand-12.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/brand-12.svg	(from https://nayonacademy.com/html/saasox/)
23:27:19	95053/95053	---M-Z	200	added ('OK')	image/svg+xml	etag:%221734d-682fe3c7-65e17d39f167fec4;gz%22	https://nayonacademy.com/html/saasox/assets/img/brand-13.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/brand-13.svg	(from https://nayonacademy.com/html/saasox/)
23:27:19	115142/115142	---M-Z	200	added ('OK')	image/svg+xml	etag:%221c1c6-682fe3c7-7b0d594de8a4f9b1;gz%22	https://nayonacademy.com/html/saasox/assets/img/brand-14.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/brand-14.svg	(from https://nayonacademy.com/html/saasox/)
23:27:19	3817/3817	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ee9-682fe3c7-d85072cf7bc46c07;gz%22	https://nayonacademy.com/html/saasox/assets/img/brand-15.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/brand-15.svg	(from https://nayonacademy.com/html/saasox/)
23:27:20	519729/519729	---M-Z	200	added ('OK')	image/svg+xml	etag:%227ee31-682fe3c7-65f95385fe79897d;gz%22	https://nayonacademy.com/html/saasox/assets/img/hero-bg-3.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/hero-bg-3.svg	(from https://nayonacademy.com/html/saasox/)
23:27:20	520/520	---M-Z	200	added ('OK')	image/svg+xml	etag:%22208-682fe3c7-6769c49e3a3910ff;gz%22	https://nayonacademy.com/html/saasox/assets/img/service-shape-1.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/service-shape-1.svg	(from https://nayonacademy.com/html/saasox/)
23:27:21	4078483/4078483	---MCZ	200	added ('OK')	image/svg+xml	etag:%223e3b93-682fe3c7-b83ff3a9d29e4d8c;gz%22	https://nayonacademy.com/html/saasox/assets/img/service-shape-2.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/service-shape-2.svg	(from https://nayonacademy.com/html/saasox/)
23:27:21	220581/220581	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2017:57:22%20GMT	https://nayonacademy.com/html/saasox/assets/img/dashboard-2.png	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/dashboard-2.png	(from https://nayonacademy.com/html/saasox/)
23:27:22	18644/18644	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2017:57:22%20GMT	https://nayonacademy.com/html/saasox/assets/img/customers-group.png	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/customers-group.png	(from https://nayonacademy.com/html/saasox/)
23:27:23	3713/3713	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e81-682fe3c7-56cdb460ccffe58d;gz%22	https://nayonacademy.com/html/saasox/assets/img/rating-logo-1.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/rating-logo-1.svg	(from https://nayonacademy.com/html/saasox/)
23:27:24	4653/4653	---M-Z	200	added ('OK')	image/svg+xml	etag:%22122d-682fe3c7-80ec4a03bc0b0b84;gz%22	https://nayonacademy.com/html/saasox/assets/img/rating-logo-2.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/rating-logo-2.svg	(from https://nayonacademy.com/html/saasox/)
23:27:24	2717/2717	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a9d-682fe3c7-aeef5d77df69c8d0;gz%22	https://nayonacademy.com/html/saasox/assets/img/rating-logo-3.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/rating-logo-3.svg	(from https://nayonacademy.com/html/saasox/)
23:27:24	8258219/8258219	---MCZ	200	added ('OK')	image/svg+xml	etag:%227e02ab-682fe3c7-f9cb74b18e4550a8;gz%22	https://nayonacademy.com/html/saasox/assets/img/rating-bg-1.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/rating-bg-1.svg	(from https://nayonacademy.com/html/saasox/)
23:27:26	4834/4834	---M-Z	200	added ('OK')	image/svg+xml	etag:%2212e2-682fe3c7-d1f29b5706ba4919;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/safety.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/safety.svg	(from https://nayonacademy.com/html/saasox/)
23:27:26	236778/236778	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2017:57:25%20GMT	https://nayonacademy.com/html/saasox/assets/img/tablet-mockup.png	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/tablet-mockup.png	(from https://nayonacademy.com/html/saasox/)
23:27:27	3703/3703	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e77-682fe3c7-972ca38b61dfefbf;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/analytics-2.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/analytics-2.svg	(from https://nayonacademy.com/html/saasox/)
23:27:27	4848/4848	---M-Z	200	added ('OK')	image/svg+xml	etag:%2212f0-682fe3c7-ac5f58b203094491;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/automation.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/automation.svg	(from https://nayonacademy.com/html/saasox/)
23:27:27	9117/9117	---M-Z	200	added ('OK')	image/svg+xml	etag:%22239d-682fe3c7-3447098dd044986a;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/easy-intinsive.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/easy-intinsive.svg	(from https://nayonacademy.com/html/saasox/)
23:27:28	11714/11714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222dc2-682fe3c7-a4d4ca40c8e752eb;gz%22	https://nayonacademy.com/html/saasox/assets/img/vector-11.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/vector-11.svg	(from https://nayonacademy.com/html/saasox/)
23:27:28	1286/1286	---M-Z	200	added ('OK')	image/svg+xml	etag:%22506-682fe3c7-15da382774255200;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/html-5.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/html-5.svg	(from https://nayonacademy.com/html/saasox/)
23:27:29	1218/1218	---M-Z	200	added ('OK')	image/svg+xml	etag:%224c2-682fe3c7-1b0eaa02e95b8b55;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/js.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/js.svg	(from https://nayonacademy.com/html/saasox/)
23:27:30	1374/1374	---M-Z	200	added ('OK')	image/svg+xml	etag:%2255e-682fe3c7-e3da40edf71ed787;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/nextjs.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/nextjs.svg	(from https://nayonacademy.com/html/saasox/)
23:27:30	7396/7396	---M-Z	200	added ('OK')	image/svg+xml	etag:%221ce4-682fe3c7-5f2c5411c99d1b1e;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/sass.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/sass.svg	(from https://nayonacademy.com/html/saasox/)
23:27:31	517/517	---M-Z	200	added ('OK')	image/svg+xml	etag:%22205-682fe3c7-d2c13dc729b29d3c;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/dropbox.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/dropbox.svg	(from https://nayonacademy.com/html/saasox/)
23:27:32	1963/1963	---M-Z	200	added ('OK')	image/svg+xml	etag:%227ab-682fe3c7-94f22e78ab5ef47c;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/slack.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/slack.svg	(from https://nayonacademy.com/html/saasox/)
23:27:32	1299/1299	---M-Z	200	added ('OK')	image/svg+xml	etag:%22513-682fe3c7-a10451be8b2f2c5b;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/css-3.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/css-3.svg	(from https://nayonacademy.com/html/saasox/)
23:27:33	7161/7161	---M-Z	200	added ('OK')	image/svg+xml	etag:%221bf9-682fe3c7-7683ee39971c3ed5;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/mailchip.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/mailchip.svg	(from https://nayonacademy.com/html/saasox/)
23:27:33	1964/1964	---M-Z	200	added ('OK')	image/svg+xml	etag:%227ac-682fe3c7-3f98beb94bfd0cc9;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/typescript.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/typescript.svg	(from https://nayonacademy.com/html/saasox/)
23:27:34	5516/5516	---M-Z	200	added ('OK')	image/svg+xml	etag:%22158c-682fe3c7-2539709b76617e8;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/reactjs.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/reactjs.svg	(from https://nayonacademy.com/html/saasox/)
23:27:34	90810/90810	---M-Z	200	added ('OK')	image/svg+xml	etag:%22162ba-682fe3c7-c325de369878a00c;gz%22	https://nayonacademy.com/html/saasox/assets/img/testimonial-bg-1.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/testimonial-bg-1.svg	(from https://nayonacademy.com/html/saasox/)
23:27:35	221008/221008	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jul%202025%2017:57:35%20GMT	https://nayonacademy.com/html/saasox/assets/img/human-2.png	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/human-2.png	(from https://nayonacademy.com/html/saasox/)
23:27:35	1104/1104	---M-Z	200	added ('OK')	image/svg+xml	etag:%22450-682fe3c7-4c9e099ac1938ba0;gz%22	https://nayonacademy.com/html/saasox/assets/img/icons/qote-2.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/icons/qote-2.svg	(from https://nayonacademy.com/html/saasox/)
23:27:36	2457/2457	---M-Z	200	added ('OK')	image/svg+xml	etag:%22999-682fe3c7-91a52cc875e17d86;gz%22	https://nayonacademy.com/html/saasox/assets/img/pricing-bg-1.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/pricing-bg-1.svg	(from https://nayonacademy.com/html/saasox/)
23:27:38	70943/70943	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Jul%202025%2017:57:38%20GMT	https://nayonacademy.com/html/saasox/yearly	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/yearly	(from https://nayonacademy.com/html/saasox/)
23:27:39	70943/70943	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Jul%202025%2017:57:39%20GMT	https://nayonacademy.com/html/saasox/monthly	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/monthly	(from https://nayonacademy.com/html/saasox/)
23:27:39	982/982	---M-Z	200	added ('OK')	image/svg+xml	etag:%223d6-682fe3c7-6312a1e87fdee7f9;gz%22	https://nayonacademy.com/html/saasox/assets/img/vector-12.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/vector-12.svg	(from https://nayonacademy.com/html/saasox/)
23:27:40	976/976	---M-Z	200	added ('OK')	image/svg+xml	etag:%223d0-682fe3c7-d7ecf85ba97a93d9;gz%22	https://nayonacademy.com/html/saasox/assets/img/vector-13.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/vector-13.svg	(from https://nayonacademy.com/html/saasox/)
23:27:40	740/740	---M-Z	200	added ('OK')	image/svg+xml	etag:%222e4-682fe3c7-836ba5c246ab5ae6;gz%22	https://nayonacademy.com/html/saasox/assets/img/vector-14.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/vector-14.svg	(from https://nayonacademy.com/html/saasox/)
23:27:41	980/980	---M-Z	200	added ('OK')	image/svg+xml	etag:%223d4-682fe3c7-57a0ec90c573080e;gz%22	https://nayonacademy.com/html/saasox/assets/img/vector-15.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/vector-15.svg	(from https://nayonacademy.com/html/saasox/)
23:27:42	54712/54712	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2017:57:42%20GMT	https://nayonacademy.com/html/saasox/assets/img/post-img-7.jpg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/post-img-7.jpg	(from https://nayonacademy.com/html/saasox/)
23:27:43	60928/60928	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2017:57:43%20GMT	https://nayonacademy.com/html/saasox/assets/img/post-img-8.jpg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/post-img-8.jpg	(from https://nayonacademy.com/html/saasox/)
23:27:43	59317/59317	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Jul%202025%2017:57:44%20GMT	https://nayonacademy.com/html/saasox/assets/img/post-img-9.jpg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/post-img-9.jpg	(from https://nayonacademy.com/html/saasox/)
23:27:44	191749/191749	---M-Z	200	added ('OK')	image/svg+xml	etag:%222ed05-682fe3c7-de7a48e904a393db;gz%22	https://nayonacademy.com/html/saasox/assets/img/footer-bg-3.svg	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/img/footer-bg-3.svg	(from https://nayonacademy.com/html/saasox/)
23:27:45	105294/105294	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219b4e-682fe3c7-982c822cd6875d2f;gz%22	https://nayonacademy.com/html/saasox/assets/js/jquery.min.js	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/js/jquery.min.js	(from https://nayonacademy.com/html/saasox/)
23:27:45	8428/8428	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220ec-682fe3c7-5df95ac2363e063e;gz%22	https://nayonacademy.com/html/saasox/assets/js/wow.min.js	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/js/wow.min.js	(from https://nayonacademy.com/html/saasox/)
23:27:46	42663/42663	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a6a7-682fe3c7-458ead93d718cbc3;gz%22	https://nayonacademy.com/html/saasox/assets/js/jquery.slick.min.js	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/js/jquery.slick.min.js	(from https://nayonacademy.com/html/saasox/)
23:27:46	35445/35445	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a75-682fe3c7-9a676fb7c2dc322f;gz%22	https://nayonacademy.com/html/saasox/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/js/isotope.pkgd.min.js	(from https://nayonacademy.com/html/saasox/)
23:27:46	20445/20445	---M-Z	200	added ('OK')	application/x-javascript	etag:%224fdd-682fe3c7-449755b53e35f0c4;gz%22	https://nayonacademy.com/html/saasox/assets/js/odometer.js	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/js/odometer.js	(from https://nayonacademy.com/html/saasox/)
23:27:47	14843/14843	---M-Z	200	added ('OK')	application/x-javascript	etag:%2239fb-682fe3c7-5ecefcc436a0a686;gz%22	https://nayonacademy.com/html/saasox/assets/js/main.js	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/js/main.js	(from https://nayonacademy.com/html/saasox/)
23:27:49	118072/118072	---M--	200	added ('OK')	font/woff2	etag:%221cd38-682fe3c7-5cffed10a44268c5;;;%22	https://nayonacademy.com/html/saasox/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/fonts/fa-brands-400.woff2	(from https://nayonacademy.com/html/saasox/assets/css/fontawesome.min.css)
23:27:50	209376/209376	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22331e0-682fe3c7-ef9585c3b22fbb1c;gz%22	https://nayonacademy.com/html/saasox/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/sos/nayonacademy.com/html/saasox/assets/fonts/fa-brands-400.ttf	(from https://nayonacademy.com/html/saasox/assets/css/fontawesome.min.css)
